x,y,f_1,f_3,f_6,f_9,f_12,Avg_RMSE
103.989681807313,1.35612987751199,5.2409144741297204,1.679771375218582,2.542676596443151,5.62845337164244,3.5575280941233274,4.675322992718308
104.006695488426,1.34397724814525,4.724797620915588,0.12736294932807368,9.170104436443282,1.5967294905655152,3.901201693871325,6.100757455150193
104.013176890755,1.36828250687873,5.492789832607539,14.572160792089123,4.5272471951692985,9.37334237997737,6.822164912922318,7.267472622685526
104.011556540173,1.31967198941177,0.026778432019373355,10.206263702296233,0.09415670107170016,6.424404968920712,0.14938899710663378,6.3878531539461525
104.020468468375,1.36747233158761,9.445134089354498,10.868876274700941,2.0951009541352903,3.3629384146394763,5.173966513195779,6.855161890275189
104.03100074716,1.35856040338534,5.984586359614585,4.189741217048617,7.167725895409713,3.931971725506582,3.0561109115608858,5.073155754024957
103.982390229693,1.39339794090333,9.391490841899614,1.3719915654305552,5.317998812738548,1.7349762933539203,7.109450600104353,5.842010368978354
103.990491982604,1.33101444348739,7.3114343303961356,0.3059345770495874,3.448058985186279,2.2604695683863945,3.0465650216875844,4.74567456269852
103.976719002655,1.35207900105641,1.498860666127026,3.959549735914827,2.5784115324746786,2.8623076460389285,6.393733302590398,3.731859836907337
103.990491982604,1.3464077740186,4.787089821367189,2.3721699814996704,4.59122083429402,2.97337762864721,3.1501170862812486,3.295874379625821
