"x","y","Mar-Apr 2013","May-Jun 2013","Jul-Aug 2013","Sep-Oct 2013","Jan-Feb 2014","Mar-Apr 2014","May-Jun 2014","Jul-Aug 2014","Sep-Oct 2014","Nov-Dec 2014","Jan-Feb 2015","Mar-Apr 2015","May-Jun 2015","Jul-Aug 2015","Sep-Oct 2015","Nov-Dec 2015","Jan-Feb 2016","Mar-Apr 2016","May-Jun 2016","Jul-Aug 2016","Sep-Oct 2016","Nov-Dec 2016","Mar-Apr 2017","May-Jun 2017","Jul-Aug 2017","Sep-Oct 2017","Nov-Dec 2017","Jan-Feb 2018","Mar-Apr 2018","May-Jun 2018","Jul-Aug 2018","Sep-Oct 2018","Nov-Dec 2018","Jan-Feb 2019","Mar-Apr 2019","May-Jun 2019","Jul-Aug 2019","Sep-Oct 2019","Jan-Feb 2020","Mar-Apr 2020","May-Jun 2020","Jul-Aug 2020","Sep-Oct 2020","Nov-Dec 2020","Jan-Feb 2021","Mar-Apr 2021","May-Jun 2021","Jul-Aug 2021","Sep-Oct 2021","Jan-Feb 2022","Mar-Apr 2022","May-Jun 2022","Jul-Aug 2022","Mar-Apr 2023","May-Jun 2023","Jul-Aug 2023","Sep-Oct 2023","Nov-Dec 2023","Jan-Feb 2024","Mar-Apr 2024","May-Jun 2024","Jul-Aug 2024","Sep-Oct 2024","Nov-Dec 2024"
103.964566373288,1.35045865047418,25.757025718689,25.5804386138916,23.9650718291735,24.4090366133549,24.8495430073246,23.8606533683433,20.7086742695163,22.9890833342303,26.9322633743286,26.5985927581787,25.23113600413,27.4823652158447,23.1857925148751,23.0696929911956,22.7878676753658,21.8402607127405,23.9529928737685,27.2998530069987,24.4760362103555,25.724780289438,25.6137677670983,20.6919727968276,22.674178152948,23.5300194422404,23.4950208376926,25.2186231525389,24.9773988723755,23.2849499991551,23.1481908162435,27.8312916755676,25.5013387244454,21.5949511978798,24.1731214523315,25.5230217607395,22.2354643783961,24.981230077526,25.3177814095394,24.2546367645264,24.0148645330344,23.8214664459229,23.810209274292,25.1621150970459,21.5822671576838,20.3757088449266,22.0079889169211,23.0965505437844,21.5615934529664,24.7943630218506,23.5090042343238,19.222723974208,23.7378732554464,20.4295080192379,21.0764198816648,20.0046220730308,23.4555568415116,22.8025532279764,27.5602805162266,19.8696408811249,24.6233220100403,24.1435581011121,24.3767733573914,20.9501764489294,21.4393748240719,20.5302888393965
103.964566373288,1.35126882576529,26.0592079162598,25.8363639831543,23.9258219525673,24.2212982630641,24.6590079867777,23.8600128998602,20.8056983494152,22.9981926086147,26.9376888275146,26.6174348831177,25.1701964060465,27.4635277317032,23.4313353312069,22.9089719517343,22.6714825813506,21.8454464701419,24.0078446630485,27.6131573994954,24.7555119799742,25.6829775681841,25.6095612758333,20.6920434268171,22.5302023985507,23.7493295832688,23.6906636194418,25.5598347475789,25.4296844482422,23.4180026789747,23.6532225290934,28.1696891784668,25.642256729039,21.8654583141886,24.2044246673584,25.5601771789395,22.3991855480303,24.8936263253346,25.7338512986238,24.4316835403442,24.0379578852557,24.0584359486898,24.469567489624,25.4313682556152,22.1460932939247,20.5753461625841,22.1907117006924,23.3414796339385,21.5773556159443,25.4208003997803,23.7331330214673,19.2227247295385,23.8130515314112,20.7851904861569,21.3167414924404,20.3297140544633,23.6859869783127,23.0485806386375,27.8919360829109,19.8945062170678,24.856404876709,24.1803383674912,24.5410099029541,21.0990680715021,21.4468355632511,20.1702786860385
103.964566373288,1.35207900105641,25.5429837363107,25.2886268070766,23.7295852556802,23.9970819687331,24.5795190205936,22.4302087262254,20.9195650552943,23.0074829909179,26.2445265906198,26.4730592455183,24.9423244113014,27.2999661011414,23.1073508848093,23.2691349295784,22.6528978877144,21.861746115397,23.9155473959867,27.4140462421236,24.5133949959065,26.1168436283778,25.6159297055786,20.6921205449497,22.2379896737555,23.6007396433687,23.7691312576235,25.4974227947238,25.0045146942139,23.3722034845204,23.4764436086019,28.0560443060739,25.6772010439918,21.8950490777966,23.9939016614641,25.2638018924118,22.4019664897053,24.7536380249885,25.5036683638695,23.9423001153128,24.0196539401336,24.1441890171596,24.6645281655448,25.7147483825684,22.2912601483404,20.7221608086238,22.4655866464647,23.3470755767494,21.879383216365,25.4007175990513,23.8842888586183,19.2205335738231,24.0258834821705,21.0235064208026,21.135608556057,20.4431624920715,23.6319721749781,23.1500932605715,28.0879921464886,19.7445017658283,24.9312606539045,24.1524883684752,24.5215760639736,21.1515819600677,21.4380785075652,20.0535874073476
103.964566373288,1.35288917634753,25.2997707366943,25.1732521057129,23.6761050963302,24.0118554590206,24.624296104842,23.8378438316714,21.0319719580213,23.0169222935959,25.5318975448608,26.4153770446777,24.9171136220296,27.2682886595523,22.7342694394578,23.1886955067601,22.6290825846273,21.7245349591512,23.8430443833854,27.3834765116374,24.6002801429481,26.1175010590774,25.6111519274677,20.6922045162294,21.9924892328098,23.4886918290861,23.7363352727253,25.3341196053081,24.7314739227295,23.3203960174711,23.3300389607747,27.9293071746826,25.6156661987305,21.8661444572073,23.9184577941895,25.0397400049325,22.3894661117502,25.0549712891991,25.375669680303,23.6436616897583,24.0051574922899,24.1160101572673,24.598384475708,25.8223854064941,22.2556600709088,20.6834138658312,22.553746222877,23.2280849539746,22.0569313751248,25.2075782775879,23.9737133407744,19.2151103173443,24.1903625307694,21.1216198411859,20.7035366148157,20.4225711539406,23.6582629059697,23.1178258424937,28.5609287261963,19.6153661993501,24.9243507385254,24.1112324617734,24.3947910308838,21.2104098765824,21.355287707761,20.015989555953
103.965376548579,1.34883829989195,25.2133674621582,25.4612712860107,23.6338343796659,24.0653375994991,24.9782526350853,23.7419860443996,20.6934675950495,22.965284325104,26.7786312103271,26.4896755218506,25.2731939951579,27.4430612750376,23.2123253729914,23.0638456596289,22.8327832471924,21.8238416926383,23.9435940390627,26.090965906779,24.1849698599874,25.6039458559489,24.4158393886571,20.90093292971,20.9890668446654,22.9455140431722,22.9820248598091,24.9219962095484,24.6286563873291,23.0823624120457,22.028470993042,27.1660757064819,25.2226081785005,21.5416077318622,23.6571559906006,25.3353810604724,21.7863816204264,24.6471364414862,25.1763503111523,23.8369941711426,24.1257150136335,24.039229044321,23.6973639840786,24.6111373901367,20.3412046432495,20.3786056306627,21.6857499444066,23.1512454095866,21.8835605089969,24.876184463501,23.60686310362,19.2157140534699,23.4411048046572,20.5030018291995,20.7072773325974,20.0925807932318,23.2258494864476,22.3949918607107,27.4682059402177,19.4029941558838,24.5754795074463,24.2152933980589,24.0752258300781,21.1198506016266,21.2726446983538,20.5584660647721
103.965376548579,1.34964847518306,26.0919401986258,25.8282435280936,23.7023742497067,24.1844462793492,24.9615094757669,23.8340084192132,20.2064281251234,22.9743431709134,27.1060630253383,26.8090671811785,25.576024827503,27.6204453796039,23.4131961182799,23.0600887505264,22.8158374047675,21.8988118625549,24.0622116448408,27.0056564694359,24.3973684935295,25.8133987761216,25.6177563113198,20.9009276208126,22.0244952839061,23.3445927756173,23.3085302490426,25.2336317430949,25.1071469443185,23.2470839381831,22.4216329483759,27.8168942587716,25.8141365030725,21.8244882606459,23.9507086617606,25.5537131576931,22.0984566564896,24.8442669075734,25.2059584171199,24.2203805106027,24.0533535571705,24.1893234673618,24.0102342817787,24.9490124838693,21.4227574505164,20.48508663783,20.7219072914506,23.3900561633799,21.9267491483739,25.2683187212263,23.7030308116049,19.2192752082238,23.7495187061857,20.5944535351109,20.9857284648916,19.5997163227626,23.4178878855323,22.7536601880322,27.6090369117779,19.4790981837681,24.7383475984846,24.3702369786125,24.3375654220581,20.9183934145607,21.0228315080915,20.6635079856548
103.965376548579,1.35045865047418,27.2804910871718,26.7815818786621,23.5347250969818,24.223522510962,25.3277426186693,24.6004807968571,20.8322948703095,22.9836627026831,28.4678632948134,27.8805514441596,26.5119466428403,28.1782093484751,23.8719556996188,23.5192557981261,22.7689429178474,22.3407391941136,24.444023285343,28.4522474783438,25.0397040729809,26.2684686448576,25.6136770116342,20.9009285215033,23.1256934835017,24.3172235135679,23.7100951829674,25.9186973484015,25.8384905921088,23.6665339971862,23.6575314557111,29.3323769039578,26.414667222826,22.7358134835937,24.8404072655572,26.2668497788182,22.7257733749858,25.0555822932278,25.5206662188972,25.3416513866848,24.2151533986653,24.6380048142332,23.8783685896132,26.0659395853678,22.1422627258292,20.7148328357273,22.2858034876025,23.8535072217067,22.1372234522194,25.919889026218,23.9724410125972,19.2227362168503,23.9742827398531,21.019770322286,21.4114672691295,20.2296074761285,23.8294964205084,23.4614317545793,28.1683005223723,20.1081457881289,25.1625823974609,24.5774588330309,24.9692854351468,21.1658105787813,21.550155321757,20.5301256860401
103.965376548579,1.35126882576529,27.4796960618761,27.3311489952935,23.4316255687629,24.1583555653872,25.4064574600968,24.9875258654451,21.3188759426022,22.9932081326662,28.6820237901476,27.8393714692858,26.5144442805537,28.3060632956515,24.5568504864385,23.6696127056454,22.6653712497295,22.4380008767714,24.6412102738062,29.0805327804,25.3624224492924,26.511016915878,25.6090400097502,20.6919234133653,23.253470734395,24.8738273338035,24.068688195813,26.1435821580288,26.1384103563097,23.7651203599665,24.1506298912896,29.7042827606201,26.5514200790381,22.8218963188545,25.2603138817681,26.2274314195697,23.1173008996937,25.3810738952581,25.977493852864,25.5885083940294,24.3012303904118,25.0250174204508,24.7937157948812,26.7009283701579,22.6169509920512,20.8518163892958,22.6442281781843,23.9471581315926,21.8340623643663,26.1808369954427,24.1442970001837,19.2226942794079,24.2321509474795,21.1968138070391,21.7154019161936,20.684710353555,24.1126562703538,23.6696552840579,28.5681104365116,20.203694319972,25.4581900702582,24.7232668161548,25.1219041612413,21.3272287324412,21.9559132258097,20.3400287550529
103.965376548579,1.35207900105641,26.513562520345,26.1708891126845,23.0933135630619,24.3086271203895,24.9782229103693,24.4045174793413,21.3012926317666,23.0029443143171,27.7123605940077,27.1077156066895,25.6936794563576,27.7854253712137,23.6760045775419,23.1058718904857,22.6438174638658,22.0812918373117,24.3085340732476,28.3274789739538,25.0014880706786,25.9984687369372,25.6037889547272,20.6919993090146,22.6279921179666,24.1185990196028,23.9996930229662,25.7099214571792,25.3228257497152,23.443415093652,23.8043369010643,28.7978828218248,25.3340962727865,22.2876291555879,24.6044188605415,25.7585901117868,22.5880247935416,25.0270973748428,25.8130931073645,24.7071599960327,24.1898458193456,24.9544241869891,25.2707034216987,26.5226819780138,22.7831590924284,20.8762310875787,22.6998900423019,23.7398128227262,20.6096329159207,25.9682913886176,24.1749958094063,19.220461699597,24.3736417179718,21.2553569464407,21.4910467618994,20.7464224930249,24.022959724437,23.5162543303047,28.4004505592574,20.1976161364725,25.4905488755968,24.6775035419103,24.7524851693047,21.3618466408096,21.7985967000326,20.1764602322607
103.965376548579,1.35288917634753,26.0266470909119,25.8066618442535,20.5591429512746,24.0866578254983,24.9317135580739,24.0033226183631,21.1870394784996,23.0128361320794,24.9595710039139,26.759320139885,25.4177633126577,27.6435372797873,21.857153829801,23.1641917299262,22.6257355073734,21.9592394838333,24.1507687815694,28.062063852946,24.8547984434916,25.7463808727591,25.6087801182161,20.6920824620943,21.980866032632,23.798129029638,23.974629045264,25.4589958982036,24.8764519691467,23.3180450589571,23.6026911735535,28.4136402606964,26.37096007665,22.1742945022555,24.3587701320648,25.4622730293813,22.521514201619,25.2512273083689,25.7858289595551,24.2045826911926,24.1806054930928,24.8514159520467,25.2472221851349,26.3974192142487,22.7328083612476,20.7652982738283,22.6816139285374,23.5672362144558,22.1265671951867,25.7135310173035,24.1182855687759,19.2267691826231,24.5861001077454,21.3799629615664,21.024291076144,20.7390736229183,23.9407775926711,23.3823158057237,27.8803238868713,20.0817702505324,25.2514016628265,24.4850597518121,24.5463298559189,21.3492337908487,21.4351168870926,20.016139496447
