"x","y","period","avg_LST"
103.67533379436,1.33074438505702,"Mar-Apr 2013",23.6659589494978
103.67533379436,1.33155456034814,"Mar-Apr 2013",22.7848390851702
103.67533379436,1.33236473563925,"Mar-Apr 2013",23.1324049631755
103.676143969651,1.33074438505702,"Mar-Apr 2013",23.2429648505317
103.676143969651,1.33155456034814,"Mar-Apr 2013",22.4396254221598
103.676143969651,1.33236473563925,"Mar-Apr 2013",23.0144369337294
103.676143969651,1.33317491093037,"Mar-Apr 2013",23.7621095445421
103.676143969651,1.33398508622149,"Mar-Apr 2013",24.075621287028
103.676143969651,1.3347952615126,"Mar-Apr 2013",23.9188410441081
103.676954144942,1.33074438505702,"Mar-Apr 2013",23.4401306576199
103.676954144942,1.33155456034814,"Mar-Apr 2013",22.8867780897352
103.676954144942,1.33236473563925,"Mar-Apr 2013",23.2711293962267
103.676954144942,1.33317491093037,"Mar-Apr 2013",23.7656413184272
103.676954144942,1.33398508622149,"Mar-Apr 2013",23.9464956919352
103.676954144942,1.3347952615126,"Mar-Apr 2013",23.4916701846653
103.676954144942,1.33560543680372,"Mar-Apr 2013",23.4659801059299
103.676954144942,1.33641561209483,"Mar-Apr 2013",23.2696596781413
103.676954144942,1.33722578738595,"Mar-Apr 2013",23.1540179252625
103.677764320233,1.32993420976591,"Mar-Apr 2013",25.2761640548706
103.677764320233,1.33074438505702,"Mar-Apr 2013",24.0678806304932
103.677764320233,1.33155456034814,"Mar-Apr 2013",23.3382519616021
103.677764320233,1.33236473563925,"Mar-Apr 2013",23.7744380103217
103.677764320233,1.33317491093037,"Mar-Apr 2013",24.4852237701416
103.677764320233,1.33398508622149,"Mar-Apr 2013",24.2157527075873
103.677764320233,1.3347952615126,"Mar-Apr 2013",23.4978580474854
103.677764320233,1.33560543680372,"Mar-Apr 2013",23.6742829216851
103.677764320233,1.33641561209483,"Mar-Apr 2013",23.2694358825684
103.677764320233,1.33722578738595,"Mar-Apr 2013",23.0604457855225
103.677764320233,1.33803596267707,"Mar-Apr 2013",23.0170047283173
103.677764320233,1.33884613796818,"Mar-Apr 2013",22.9704685211182
103.678574495524,1.32993420976591,"Mar-Apr 2013",25.3000831604004
103.678574495524,1.33074438505702,"Mar-Apr 2013",24.2293868594699
103.678574495524,1.33155456034814,"Mar-Apr 2013",23.7433766259087
103.678574495524,1.33236473563925,"Mar-Apr 2013",24.9337690141466
103.678574495524,1.33317491093037,"Mar-Apr 2013",24.9559268951416
103.678574495524,1.33398508622149,"Mar-Apr 2013",23.9508747524685
103.678574495524,1.3347952615126,"Mar-Apr 2013",23.7689643436008
103.678574495524,1.33560543680372,"Mar-Apr 2013",24.4751947191026
103.678574495524,1.33641561209483,"Mar-Apr 2013",24.1659548017714
103.678574495524,1.33722578738595,"Mar-Apr 2013",23.1953406863742
103.678574495524,1.33803596267707,"Mar-Apr 2013",22.9043882158067
103.678574495524,1.33884613796818,"Mar-Apr 2013",22.9450783729553
103.679384670815,1.32750368389256,"Mar-Apr 2013",25.9772281646729
103.679384670815,1.32831385918367,"Mar-Apr 2013",26.9134362538656
103.679384670815,1.32912403447479,"Mar-Apr 2013",27.059573173523
103.679384670815,1.32993420976591,"Mar-Apr 2013",24.9281992231097
103.679384670815,1.33074438505702,"Mar-Apr 2013",23.423649681939
103.679384670815,1.33155456034814,"Mar-Apr 2013",23.4354578653971
103.679384670815,1.33236473563925,"Mar-Apr 2013",24.6163647969564
103.679384670815,1.33317491093037,"Mar-Apr 2013",24.0723393758138
103.679384670815,1.33398508622149,"Mar-Apr 2013",23.4152957068549
103.679384670815,1.3347952615126,"Mar-Apr 2013",24.1830791897244
103.679384670815,1.33560543680372,"Mar-Apr 2013",24.7219816843669
103.679384670815,1.33641561209483,"Mar-Apr 2013",24.5130053626166
103.679384670815,1.33722578738595,"Mar-Apr 2013",23.8132288191054
103.679384670815,1.33803596267707,"Mar-Apr 2013",23.1449911329481
103.679384670815,1.33884613796818,"Mar-Apr 2013",22.8131313323975
103.679384670815,1.3396563132593,"Mar-Apr 2013",22.8021481831868
103.680194846106,1.32750368389256,"Mar-Apr 2013",26.290843963623
103.680194846106,1.32831385918367,"Mar-Apr 2013",26.7508371141222
103.680194846106,1.32912403447479,"Mar-Apr 2013",26.6152858734131
103.680194846106,1.32993420976591,"Mar-Apr 2013",24.7809066772461
103.680194846106,1.33074438505702,"Mar-Apr 2013",23.0439972347683
103.680194846106,1.33155456034814,"Mar-Apr 2013",23.0578719245063
103.680194846106,1.33236473563925,"Mar-Apr 2013",23.5808696746826
103.680194846106,1.33317491093037,"Mar-Apr 2013",23.1137076483832
103.680194846106,1.33398508622149,"Mar-Apr 2013",23.50901222229
103.680194846106,1.3347952615126,"Mar-Apr 2013",24.7322150336372
103.680194846106,1.33560543680372,"Mar-Apr 2013",25.0206322140164
103.680194846106,1.33641561209483,"Mar-Apr 2013",24.831392288208
103.680194846106,1.33722578738595,"Mar-Apr 2013",24.619204627143
